timestamp,open,high,low,close,volume,utc,hora,lagna_long,lagna_sign,lagna_nakshatra,lagna_house,moon_long,moon_sign,nakshatra,moon_house,lagna_house_change_5m,moon_house_change_5m,solar_arc,prog_lagna_long,prog_lagna_house,lunar_return,rahu_long,ketu_long,node_hits_lagna,sun_long,sun_cusp_cross,sun_house,sun_house_change_5m,sun_sign,sun_nakshatra,moon_cusp_cross,moon_nakshatra,mercury_long,mercury_cusp_cross,mercury_house,mercury_house_change_5m,mercury_sign,mercury_nakshatra,venus_long,venus_cusp_cross,venus_house,venus_house_change_5m,venus_sign,venus_nakshatra,mars_long,mars_cusp_cross,mars_house,mars_house_change_5m,mars_sign,mars_nakshatra,jupiter_long,jupiter_cusp_cross,jupiter_house,jupiter_house_change_5m,jupiter_sign,jupiter_nakshatra,saturn_long,saturn_cusp_cross,saturn_house,saturn_house_change_5m,saturn_sign,saturn_nakshatra,uranus_long,uranus_cusp_cross,uranus_house,uranus_house_change_5m,uranus_sign,uranus_nakshatra,neptune_long,neptune_cusp_cross,neptune_house,neptune_house_change_5m,neptune_sign,neptune_nakshatra,pluto_long,pluto_cusp_cross,pluto_house,pluto_house_change_5m,pluto_sign,pluto_nakshatra,any_cusp_cross
2023-01-06 13:30:00-05:00,260.2,264.89,260.17,262.37,966659,2023-01-06 18:30:00+00:00,Venus,36.012926768435364,Taurus,Krittika,12,80.06197491011737,Gemini,Punarvasu,3,False,False,296.1660912000282,334.7885912000282,4,False,15.900465773785413,195.9004657737854,False,262.16402972378773,False,9,False,Sagittarius,Purva Ashadha,False,Punarvasu,263.9761469013513,False,9,False,Sagittarius,Purva Ashadha,280.6075226451921,False,10,False,Capricorn,Shravana,44.37283288823389,False,1,False,Taurus,Rohini,337.9324217274639,False,11,False,Pisces,Uttara Bhadrapada,299.00907018414836,False,10,False,Capricorn,Dhanishta,21.054201769469017,False,1,False,Aries,Bharani,328.971427019965,False,11,False,Aquarius,Purva Bhadrapada,273.84213849988197,False,10,False,Capricorn,Uttara Ashadha,False
2023-01-06 14:35:00-05:00,264.15,264.63,261.46,261.76,1285619,2023-01-06 19:35:00+00:00,Moon,54.045209564052456,Taurus,Mrigashirsha,1,80.5997284111321,Gemini,Punarvasu,2,True,True,296.1660912000282,334.7885912000282,4,False,15.898075497716377,195.89807549771638,False,262.2100192208261,False,8,True,Sagittarius,Purva Ashadha,False,Punarvasu,263.9162581014664,False,8,True,Sagittarius,Purva Ashadha,280.66400600025423,False,9,True,Capricorn,Shravana,44.36920733601427,False,1,False,Taurus,Rohini,337.93853866894216,False,11,False,Pisces,Uttara Bhadrapada,299.01379559876744,False,10,False,Capricorn,Dhanishta,21.05357740527287,False,12,True,Aries,Bharani,328.9722840434218,False,11,False,Aquarius,Purva Bhadrapada,273.84359456571894,False,9,True,Capricorn,Uttara Ashadha,False
2023-01-12 13:25:00-05:00,278.62,279.3,275.61,275.89,227865,2023-01-12 18:25:00+00:00,Jupiter,41.50969023374324,Taurus,Rohini,1,151.65795264227427,Virgo,Uttara Phalguni,5,False,True,302.27859491968417,340.90109491968417,6,False,15.582926791375371,195.58292679137537,False,268.2729430993573,False,9,True,Sagittarius,Uttara Ashadha,False,Uttara Phalguni,256.6972404548042,False,9,True,Sagittarius,Purva Ashadha,288.1068352652729,False,10,True,Capricorn,Shravana,44.1292141649342,False,1,False,Taurus,Rohini,338.78787227193,True,11,False,Pisces,Uttara Bhadrapada,299.65013621602503,False,10,False,Capricorn,Dhanishta,20.98587926116017,False,12,False,Aries,Bharani,329.0940558234648,False,11,False,Aquarius,Purva Bhadrapada,274.03680340512676,False,9,False,Capricorn,Uttara Ashadha,True
2023-01-12 13:30:00-05:00,276.44,277.57,273.3,277.31,1537295,2023-01-12 18:30:00+00:00,Jupiter,42.937517961120165,Taurus,Rohini,1,151.7002757915409,Virgo,Uttara Phalguni,5,False,False,302.27859491968417,340.90109491968417,6,False,15.582742923985393,195.5827429239854,False,268.2764800769021,False,9,False,Sagittarius,Uttara Ashadha,False,Uttara Phalguni,256.6941128397368,False,9,False,Sagittarius,Purva Ashadha,288.1111751308925,False,10,False,Capricorn,Shravana,44.129209561098904,False,1,False,Taurus,Rohini,338.7883920005489,True,11,False,Pisces,Uttara Bhadrapada,299.65051482994926,False,10,False,Capricorn,Dhanishta,20.98584835133922,False,12,False,Aries,Bharani,329.09413186523454,False,11,False,Aquarius,Purva Bhadrapada,274.0369166972857,False,9,False,Capricorn,Uttara Ashadha,True
2023-01-19 13:00:00-05:00,275.59,278.088,275.07,275.2,132135,2023-01-19 18:00:00+00:00,Jupiter,42.23245638415489,Taurus,Rohini,1,245.25822271268026,Sagittarius,Mula,8,False,True,309.40848949354967,348.03098949354967,9,False,15.213169470225012,195.213169470225,False,275.3850821854192,False,9,False,Capricorn,Uttara Ashadha,False,Mula,254.23319422217446,False,8,True,Sagittarius,Purva Ashadha,296.8284302667632,False,10,False,Capricorn,Dhanishta,44.42428124354166,False,1,False,Taurus,Rohini,339.88742490181676,False,11,False,Pisces,Uttara Bhadrapada,300.427385496931,False,10,False,Aquarius,Dhanishta,20.944876037373056,False,12,False,Aries,Bharani,329.25865527986343,False,11,False,Aquarius,Purva Bhadrapada,274.2655229477404,False,9,False,Capricorn,Uttara Ashadha,False
2023-01-25 13:00:00-05:00,284.61,288.586,284.3804,284.64,161067,2023-01-25 18:00:00+00:00,Mercury,48.75146015418498,Taurus,Rohini,1,335.5292154795907,Pisces,Uttara Bhadrapada,11,False,True,315.515508318493,354.138008318493,12,False,14.895446620424991,194.895446620425,False,281.4917708550761,False,9,False,Capricorn,Shravana,False,Uttara Bhadrapada,257.1225152446321,False,8,False,Sagittarius,Purva Ashadha,304.3109170002529,False,10,False,Aquarius,Dhanishta,45.1359221362236,False,1,False,Taurus,Rohini,340.9137895208701,False,11,False,Pisces,Uttara Bhadrapada,301.1170297206132,False,10,False,Aquarius,Dhanishta,20.94380583875548,False,12,False,Aries,Bharani,329.41752638034336,False,11,False,Aquarius,Purva Bhadrapada,274.4619669877301,False,9,False,Capricorn,Uttara Ashadha,False
2023-01-30 13:00:00-05:00,292.43,296.482,291.94,292.72,112295,2023-01-30 18:00:00+00:00,Moon,53.882721052713165,Taurus,Mrigashirsha,1,40.81135167590887,Taurus,Rohini,1,False,True,320.597099006623,359.219599006623,2,False,14.630677578924974,194.63067757892497,False,286.57296881483256,False,9,False,Capricorn,Shravana,False,Rohini,261.6295203485162,False,8,False,Sagittarius,Purva Ashadha,310.53431427530245,False,10,False,Aquarius,Shatabhisha,46.019593703916485,False,1,False,Taurus,Rohini,341.82092494337667,False,11,False,Pisces,Uttara Bhadrapada,301.70344944250996,False,10,False,Aquarius,Dhanishta,20.967094175261657,False,12,False,Aries,Bharani,329.56092272921063,False,11,False,Aquarius,Purva Bhadrapada,274.62402753417774,False,9,False,Capricorn,Uttara Ashadha,False
2023-02-01 19:35:00-05:00,293.37,297.04,293.1001,296.79,2345476,2023-02-02 00:35:00+00:00,Mercury,137.359146361811,Leo,Purva Phalguni,4,68.18210263195314,Gemini,Ardra,11,True,True,323.64215840699956,2.2646584069995583,3,False,14.51024443852043,194.51024443852043,False,288.8815215089281,False,6,True,Capricorn,Shravana,True,Ardra,264.0848308545493,False,5,True,Sagittarius,Purva Ashadha,313.36090935097104,False,7,True,Aquarius,Shatabhisha,46.50067448116614,False,10,True,Taurus,Rohini,342.2479882881916,False,8,True,Pisces,Uttara Bhadrapada,301.97307814951256,False,6,True,Aquarius,Dhanishta,20.985028548723456,False,9,True,Aries,Bharani,329.6292952470879,False,7,True,Aquarius,Purva Bhadrapada,274.69707198639986,False,6,True,Capricorn,Uttara Ashadha,True
2023-02-01 23:15:00-05:00,304.15,304.42,300.92,304.37,125624,2023-02-02 04:15:00+00:00,Jupiter,181.01484969321936,Libra,Chitra,5,70.00127176026866,Gemini,Ardra,9,True,True,323.64215840699956,2.2646584069995583,3,False,14.502154273363544,194.50215427336354,False,289.03653736367266,False,4,True,Capricorn,Shravana,False,Ardra,264.2569405096685,False,4,True,Sagittarius,Purva Ashadha,313.5506864928064,False,5,True,Aquarius,Shatabhisha,46.53465900575554,False,8,True,Taurus,Rohini,342.27698420214597,False,6,True,Pisces,Uttara Bhadrapada,301.9912452846214,False,5,True,Aquarius,Dhanishta,20.986395538894335,False,8,True,Aries,Bharani,329.633954014743,False,6,True,Aquarius,Purva Bhadrapada,274.7019590564348,False,4,True,Capricorn,Uttara Ashadha,False
2023-02-02 13:00:00-05:00,305.85,305.89,301.145,305.45,160469,2023-02-02 18:00:00+00:00,Saturn,56.84675434262347,Taurus,Mrigashirsha,1,76.8125042525314,Gemini,Ardra,2,True,True,323.64215840699956,2.2646584069995583,3,False,14.471816154024964,194.47181615402496,False,289.61777613349363,False,9,True,Capricorn,Shravana,False,Ardra,264.9097247626008,False,8,True,Sagittarius,Purva Ashadha,314.26223446390236,False,10,True,Aquarius,Shatabhisha,46.66392417252864,False,1,True,Taurus,Rohini,342.38605661429443,False,11,True,Pisces,Uttara Bhadrapada,302.0594285664023,False,10,True,Aquarius,Dhanishta,20.991702217182684,False,12,True,Aries,Bharani,329.65149571801373,False,11,True,Aquarius,Purva Bhadrapada,274.7202610163958,False,9,True,Capricorn,Uttara Ashadha,False
2023-02-02 21:00:00-05:00,311.73,314.0,309.75,311.52,1329817,2023-02-03 02:00:00+00:00,Mars,155.01987701982964,Virgo,Uttara Phalguni,4,80.76996639898408,Gemini,Punarvasu,11,True,True,324.65650150895937,3.279001508959368,3,False,14.454164884591705,194.4541648845917,False,289.9558999770994,False,5,True,Capricorn,Shravana,False,Punarvasu,265.29472933339343,False,5,True,Sagittarius,Purva Ashadha,314.6761407696296,False,6,True,Aquarius,Shatabhisha,46.7404459594904,False,9,True,Taurus,Rohini,342.4497604971487,False,7,True,Pisces,Uttara Bhadrapada,302.0991387041197,False,6,True,Aquarius,Dhanishta,20.994920494014956,False,9,True,Aries,Bharani,329.6617530029385,False,7,True,Aquarius,Purva Bhadrapada,274.730890979784,False,5,True,Capricorn,Uttara Ashadha,False
2023-02-02 21:05:00-05:00,311.46,311.73,308.6,308.83,2454182,2023-02-03 02:05:00+00:00,Mars,156.01483354983534,Virgo,Uttara Phalguni,4,80.81117599398345,Gemini,Punarvasu,10,False,True,324.65650150895937,3.279001508959368,3,False,14.453981017201727,194.45398101720173,False,289.9594219009409,False,5,False,Capricorn,Shravana,False,Punarvasu,265.2987594436472,False,5,False,Sagittarius,Purva Ashadha,314.6804519612868,False,6,False,Aquarius,Shatabhisha,46.741248105607994,False,9,False,Taurus,Rohini,342.45042501621106,False,7,False,Pisces,Uttara Bhadrapada,302.09955250174596,False,6,False,Aquarius,Dhanishta,20.99495452272808,False,8,True,Aries,Bharani,329.6618600458473,False,7,False,Aquarius,Purva Bhadrapada,274.73100163514465,False,5,False,Capricorn,Uttara Ashadha,False
2023-02-02 21:10:00-05:00,308.84,311.72,308.0,308.23,914470,2023-02-03 02:10:00+00:00,Mars,157.00978320389524,Virgo,Uttara Phalguni,4,80.85238535748648,Gemini,Punarvasu,10,False,False,324.65650150895937,3.279001508959368,3,False,14.453797149811862,194.45379714981186,False,289.96294382113615,False,5,False,Capricorn,Shravana,False,Punarvasu,265.30278995525924,False,5,False,Sagittarius,Purva Ashadha,314.6847631460734,False,6,False,Aquarius,Shatabhisha,46.742050355432156,False,9,False,Taurus,Rohini,342.4510895545461,False,7,False,Pisces,Uttara Bhadrapada,302.09996630244206,False,6,False,Aquarius,Dhanishta,20.99498856184435,False,8,False,Aries,Bharani,329.6619670927859,False,7,False,Aquarius,Purva Bhadrapada,274.731112288976,False,5,False,Capricorn,Uttara Ashadha,False
2023-02-02 21:20:00-05:00,307.98,311.72,307.23,308.31,1221033,2023-02-03 02:20:00+00:00,Mars,158.99951810448954,Virgo,Uttara Phalguni,5,80.93480336824946,Gemini,Punarvasu,10,True,False,324.65650150895937,3.279001508959368,3,False,14.453429415031906,194.4534294150319,False,289.9699876483761,False,5,False,Capricorn,Shravana,False,Punarvasu,265.31085218210853,False,5,False,Sagittarius,Purva Ashadha,314.6933854950331,False,6,False,Aquarius,Shatabhisha,46.74365516616412,False,9,False,Taurus,Rohini,342.452418689029,False,7,False,Pisces,Uttara Bhadrapada,302.10079391304,False,6,False,Aquarius,Dhanishta,20.99505667128551,False,8,False,Aries,Bharani,329.66218119875026,False,7,False,Aquarius,Purva Bhadrapada,274.73133359204985,False,5,False,Capricorn,Uttara Ashadha,False
2023-02-02 21:35:00-05:00,311.72,311.72,306.7,306.95,463596,2023-02-03 02:35:00+00:00,Mars,161.98318065948155,Virgo,Hasta,5,81.05842865543332,Gemini,Punarvasu,10,False,False,324.65650150895937,3.279001508959368,3,False,14.452877812862084,194.45287781286208,False,289.98055335904905,False,5,False,Capricorn,Shravana,False,Punarvasu,265.3229485297608,False,4,True,Sagittarius,Purva Ashadha,314.70631896693,False,6,False,Aquarius,Shatabhisha,46.74606315983513,False,9,False,Taurus,Rohini,342.4544125352642,False,7,False,Pisces,Uttara Bhadrapada,302.1020353519374,False,6,False,Aquarius,Dhanishta,20.995158913464493,False,8,False,Aries,Bharani,329.662502387908,False,7,False,Aquarius,Purva Bhadrapada,274.73166553518064,False,5,False,Capricorn,Uttara Ashadha,False
2023-02-02 22:20:00-05:00,306.92,311.72,306.82,306.9,142025,2023-02-03 03:20:00+00:00,Sun,170.91914791387853,Virgo,Hasta,5,81.42929235703187,Gemini,Punarvasu,10,False,False,324.65650150895937,3.279001508959368,3,False,14.451223006352734,194.45122300635273,False,290.0122502686241,False,5,False,Capricorn,Shravana,False,Punarvasu,265.35925919758336,False,4,False,Sagittarius,Purva Ashadha,314.74511901138044,False,6,False,Aquarius,Shatabhisha,46.75329273709073,False,9,False,Taurus,Rohini,342.4603951140968,False,7,False,Pisces,Uttara Bhadrapada,302.1057598340006,False,5,True,Aquarius,Dhanishta,20.995466201656278,False,8,False,Aries,Bharani,329.6634661727828,False,6,True,Aquarius,Purva Bhadrapada,274.73266128180194,False,4,True,Capricorn,Uttara Ashadha,False
2023-02-03 13:00:00-05:00,307.45,311.953,305.29,308.86,161795,2023-02-03 18:00:00+00:00,Sun,57.81730469813772,Taurus,Mrigashirsha,1,88.67953664149492,Gemini,Punarvasu,2,True,True,324.65650150895937,3.279001508959368,3,False,14.41886234572496,194.41886234572496,False,290.6320340152121,False,9,True,Capricorn,Shravana,False,Punarvasu,266.0757419669935,False,8,True,Sagittarius,Purva Ashadha,315.50376298030733,False,10,True,Aquarius,Shatabhisha,46.89634910143933,False,1,True,Taurus,Rohini,342.5776999343009,False,11,True,Pisces,Uttara Bhadrapada,302.1786430704286,False,10,True,Aquarius,Dhanishta,21.001644446484576,False,12,True,Aries,Bharani,329.68237859135945,False,11,True,Aquarius,Purva Bhadrapada,274.75210824201537,False,9,True,Capricorn,Uttara Ashadha,False
